,광고그룹,키워드,노출수,클릭수,"총비용(VAT포함,원)"
1155,AOP 전체_중복키워드_프로그래밍,웹크롤링,1421,0.0,0
1156,006.딥러닝,딥페이스,1423,0.0,0
1157,001.BASIC DESIGN,어도비일러스트,1426,0.0,0
1158,건강한 조직을 만드는 HR 전략 WORKSHOP,인사전략,1436,0.0,0
1159,서비스 기획 스쿨 5기_구글 연관검색어,웹사이트기획,1436,0.0,0
1160, UX/UI 디자인 입문_연관검색어,GUI,1437,0.0,0
1161,파이낸스 전체,기업가치,1461,0.0,0
1162,1. 전체,포토샵기능,1469,0.0,0
1163, 파이썬 웹 개발_4.Django,DOCKER,1476,0.0,0
1164, 영상 제작/편집_2.영상제작이론,영상프레임,1491,0.0,0
1165,007.빅데이터,크로센트,1492,0.0,0
1166,#000_마케팅 전체_main,CPS,1503,0.0,0
1167,1_벤처캐피탈에 대한 이해(벤처캐피탈),공모펀드,1508,0.0,0
1168,5. 자료구조,후위표기법,1516,0.0,0
1169,1_벤처캐피탈에 대한 이해(벤처캐피탈),벨류에이션,1518,0.0,0
1170, 업무자동화_3. 엑셀,엑셀테이블,1525,0.0,0
1171,리눅스 인프라,KEYSTONE,1527,0.0,0
1172, 업무자동화_1. 자동화,인스타그램해시태그검색,1551,0.0,0
1173,타이포그래피와 편집디자인,한글폰트제작,1554,0.0,0
1174,1. 전체,GUI,1561,0.0,0
1175, 업무자동화_3. 엑셀,CONCAT,1572,0.0,0
1176,#000_마케팅 전체_main,CPC,1594,0.0,0
1177, 업무자동화_3. 엑셀,카운트이프,1601,0.0,0
1178, 파이썬 웹 개발_2.프론트엔드기초,GITHUB,1601,0.0,0
1179,005.머신러닝,텐서플로우설치,1602,0.0,0
1180,프로그래밍 전체,자바책,1604,0.0,0
1181, 금융공학/퀀_02.R활용금융데이터분석,R기초,1606,0.0,0
1182,#000_마케팅 전체_main,마케팅전략,1617,0.0,0
1183,003.파이썬,파이썬책,1635,0.0,0
1184,6. 파이썬,파이썬예제,1656,0.0,0
1185, 업무자동화_3. 엑셀,RANDBETWEEN,1671,0.0,0
1186,ㅍAOP 전체_중복키워드_디자인(삭제),포토샵도형,1691,0.0,0
1187, 금융공학/퀀트_01.파이썬기본&자동화,NUMPY,1705,0.0,0
1188,data_camp_rmp_8,골프존GLM,1713,0.0,0
1189, 업무자동화_2. 파이썬,파이썬GUI,1750,0.0,0
1190, 영상 제작/편집_8.파이널컷 프로,유튜브인트로만들기,1757,0.0,0
1191, 영상 제작/편집_6.프리미어프로,프리미어영상,1768,0.0,0
1192,1. 전체,마블책,1772,0.0,0
1193,다함께 DDD 프로젝트,JPA,1776,0.0,0
1194,#000_마케팅 전체_main,인터넷마케팅,1780,0.0,0
1195,#000_마케팅 전체_main,인스타그램홍보,1783,0.0,0
1196, 콘텐츠 마케팅_대표키워드,컨텐츠디자인,1794,0.0,0
1197,007.빅데이터,레드햇,1802,0.0,0
1198,Python & Django를 활용한 웹 서비스_일반,미들웨어,1807,0.0,0
1199, 금융공학/퀀트_01.파이썬기본&자동화,파이썬NUMPY,1816,0.0,0
1200,fin_camp_modeling_15,DCF,1817,0.0,0
1201,AOP 전체_중복키워드_디자인,인디자인PDF,1824,0.0,0
1202,AOP 전체_중복키워드_디자인,포토샵1급,1827,0.0,0
1203, 업무자동화_2. 파이썬,파이썬WHILE,1832,0.0,0
1204, 그로스해킹_2.그로스해킹,CLV,1841,0.0,0
1205,fin_camp_feasibilitystudy_18,수요예측,1857,0.0,0
1206, 업무자동화_3. 엑셀,엑셀범위,1878,0.0,0
1207,ㅍAOP 전체_중복키워드_디자인(삭제),포토샵마스크,1884,0.0,0
1208,1. 모바일앱개발_세부,코틀린,1889,0.0,0
1209, 디지털 마케팅_1. 디지털 마케팅,소셜마케팅,1891,0.0,0
1210,1. 전체,포토샵기본,1891,0.0,0
1211,다함께 DDD 프로젝트,스프링부트,1913,0.0,0
1212, 콘텐츠 마케팅_대표키워드,브랜드자산,1918,0.0,0
1213, 콘텐츠 마케팅_대표키워드,콘텐츠마케터,1919,0.0,0
1214,fin_camp_rfs_9,상권분석,1928,0.0,0
1215, 업무자동화_3. 엑셀,엑셀RIGHT,1958,0.0,0
1216, 영상 제작/편집_4.포토샵,유튜브아이콘,1961,0.0,0
1217,7. 운영체제,멀티쓰레드,1969,0.0,0
1218, 업무자동화_3. 엑셀,절대참조,1981,0.0,0
1219,Hyperledger Fabric 프로젝트 CAMP,HFC,1990,0.0,0
1220,3_기업가치평가 방법론,재무학,1991,0.0,0
1221,006.딥러닝,RBM,1993,0.0,0
1222,리눅스 인프라,신더,2006,0.0,0
1223,Python & Django를 활용한 웹 서비스_일반,PYCHARM,2013,0.0,0
1224,1. 경영 일반,경영학책,2047,0.0,0
1225, 업무자동화_3. 엑셀,엑셀스파크라인,2055,0.0,0
1226, 금융공학/퀀_02.R활용금융데이터분석,백테스팅,2073,0.0,0
1227,3_기업가치평가 방법론,기업가치평가,2076,0.0,0
1228,8. 시스템 프로그래밍,리눅스커널,2119,0.0,0
1229,ㅍ1. 전체,포토샵책,2127,0.0,0
1230,fin_camp_business_4,손익계산서,2136,0.0,0
1231,AOP 전체_중복키워드_디자인,일러스트레이터자격증,2140,0.0,0
1232,OpenCV와 함께하는 컴퓨터 비전 프로그래밍,C++,2167,0.0,0
1233, 업무자동화_3. 엑셀,RAND함수,2180,0.0,0
1234,typescript 실전 workshop,JAVASCRIPT,2200,0.0,0
1235, 업무자동화_3. 엑셀,엑셀COUNTIFS,2208,0.0,0
1236,실전 웹/앱 프로젝트 기획,RFP,2217,0.0,0
1237, 금융공학/퀀트_01.파이썬기본&자동화,SW코딩,2218,0.0,0
1238,6.  컴퓨터구조,컴퓨터구성,2225,0.0,0
1239,실전 웹/앱 프로젝트 기획,웹디자인,2259,0.0,0
1240,실전 웹/앱 프로젝트 기획,웹사이트기획,2289,0.0,0
1241, 리더를 위한 HR/인재경영_2.리더십,리더의역할,2291,0.0,0
1242,크리에이티브 전체,앱디자인,2300,0.0,0
1243,ㅍAOP 전체_중복키워드_디자인(삭제),일러스트레이터CS6,2300,0.0,0
1244,2_투자유치를 위한 사업계획서 작성(투자유치),수익모델,2313,0.0,0
1245, 영상 제작/편집_4.포토샵,유튜브사진,2320,0.0,0
1246,002.UX/UI,WIREFRAME,2352,0.0,0
1247,리눅스 인프라,키스톤,2375,0.0,0
1248, 업무자동화_3. 엑셀,엑셀중복,2408,0.0,0
1249,typescript 실전 workshop,클린코드,2412,0.0,0
1250, 업무자동화_2. 파이썬,CRON,2422,0.0,0
1251, 업무자동화_4. VBA,DOWHILE,2476,0.0,0
1252,#000_마케팅 전체_main,인터넷광고,2483,0.0,0
1253,AOP 전체_중복키워드_디자인,포토샵PNG,2507,0.0,0
1254,3_기업가치평가 방법론,기업가치,2520,0.0,0
1255,#000_마케팅 전체_main,배너광고,2551,0.0,0
1256,포토샵 유치원_일러스트레이터 유치원,드로잉기초,2563,0.0,0
1257, 업무자동화_2. 파이썬,튜플,2569,0.0,0
1258, 리더를 위한 HR/인재경영_1.인재,핵심인재,2582,0.0,0
1259, 업무자동화_3. 엑셀,자동필터,2608,0.0,0
1260, 업무자동화_3. 엑셀,엑셀LEFT,2630,0.0,0
1261,6.  컴퓨터구조,컴퓨터명령어,2655,0.0,0
1262,6.  컴퓨터구조,피연산자,2666,0.0,0
1263, 금융공학/퀀트_01.파이썬기본&자동화,파일입출력,2721,0.0,0
1264,002.UX/UI,비주얼싱킹,2725,0.0,0
1265, 업무자동화_3. 엑셀,유효성검사,2769,0.0,0
1266, 금융공학/퀀_03.금융공학,상관분석,2787,0.0,0
1267,6_스타트업 M&A에 대한 단상(스타트업),스타트업투자,2837,0.0,0
1268,딥러닝으로 배우는 병렬처리 CAMP_구버전,쿠다,2850,0.0,0
1269,3. html,HTML코드,2859,0.0,0
1270,1. 모바일앱개발_세부,안드로이드앱,2859,0.0,0
1271,typescript 실전 workshop,VISUALSTUDIOCODE,2915,0.0,0
1272,Vue로 구현하는 PWA CAMP,OSI,2968,0.0,0
1273,#000_마케팅 전체_main,검색광고마케터,2979,0.0,0
1274,리눅스 인프라,네트워크설정,2993,0.0,0
1275,AOP 전체_중복키워드_디자인,인디자인페이지번호,3024,0.0,0
1276,3. html,HTML동영상,3064,0.0,0
1277, 업무자동화_3. 엑셀,엑셀OFFSET,3094,0.0,0
1278,007.빅데이터,SAAS,3133,0.0,0
1279,리눅스 인프라,아이덴티티,3171,0.0,0
1280, 업무자동화_3. 엑셀,엑셀FIND,3200,0.0,0
1281, 1인 쇼핑몰 시작하기_03.결제시스템,나이스페이,3223,0.0,0
1282,Python & Django를 활용한 웹 서비스_일반,SAAS,3266,0.0,0
1283,파이낸스 전체,회계,3269,0.0,0
1284, 업무자동화_3. 엑셀,엑셀MATCH,3283,0.0,0
1285,포토샵 유치원_일러스트레이터 유치원,커뮤니케이션디자인,3342,0.0,0
1286,타이포그래피와 편집디자인,타이포그래피,3343,0.0,0
1287, 영상 제작/편집_2.영상제작이론,영상콘티,3347,0.0,0
1288, 금융공학/퀀트_01.파이썬기본&자동화,예외처리,3389,0.0,0
1289,iOS 개발 스쿨 9기_기존 키워드,XCODE,3397,0.0,0
1290,Python & Django를 활용한 웹 서비스_일반,애저,3428,0.0,0
1291,AOP 전체_중복키워드_데이터사이언스,빅데이터분석,3481,0.0,0
1292,ㅍAOP 전체_중복키워드_마케팅(삭제),GA,3486,0.0,0
1293,3. 파이썬,파이참설치,3544,0.0,0
1294, 업무자동화_3. 엑셀,엑셀SUMIFS,3545,0.0,0
1295, 금융공학/퀀_03.금융공학,기술통계,3566,0.0,0
1296,파이낸스 전체,부동산기초,3580,0.0,0
1297, 업무자동화_3. 엑셀,엑셀병합,3621,0.0,0
1298,리눅스 인프라,DOCKER,3630,0.0,0
1299,002.R,깃,3684,0.0,0
1300, 업무자동화_3. 엑셀,엑셀카운트이프,3704,0.0,0
1301,007.빅데이터,HPE,3710,0.0,0
1302,AOP 전체_중복키워드_디자인,포토샵도형,3728,0.0,0
1303,파이낸스 전체,회계책,3742,0.0,0
1304, 업무자동화_1. 자동화,트위터자동,3779,0.0,0
1305, 업무자동화_3. 엑셀,엑셀MID,3901,0.0,0
1306,SEO/SEM 전략,네이버검색광고,3958,0.0,0
1307,머신러닝을 위한 선형대수학,벡터,4013,0.0,0
1308,ㅍAOP 전체_중복키워드_디자인(삭제),그래픽디자이너,4179,0.0,0
1309,프로그래밍 전체,게임블로그,4183,0.0,0
1310,AOP 전체_중복키워드_디자인,포토샵마스크,4252,0.0,0
1311, 업무자동화_3. 엑셀,브이룩업,4277,0.0,0
1312,007.빅데이터,VLAN,4331,0.0,0
1313, 업무자동화_3. 엑셀,OFFSET함수,4334,0.0,0
1314,AOP 전체_중복키워드_디자인,포토샵누끼따기,4397,0.0,0
1315,AOP 전체_중복키워드_마케팅,브랜드전략,4398,0.0,0
1316,007.빅데이터,AZURE,4405,0.0,0
1317, 금융공학/퀀_03.금융공학,분산분석,4555,0.0,0
1318,1. 경영 일반,경영책,4602,0.0,0
1319,typescript 실전 workshop,자바스크립트,4625,0.0,0
1320,포토샵 유치원_일러스트레이터 유치원,시각디자인,4703,0.0,0
1321, 업무자동화_3. 엑셀,엑셀다중조건,4774,0.0,0
1322,001.BASIC DESIGN,어도비포토샵CS6,4844,0.0,0
1323, 업무자동화_3. 엑셀,엑셀INDEX,4877,0.0,0
1324, 금융공학/퀀_03.금융공학,가설검정,4893,0.0,0
1325,8. 시스템 프로그래밍,우분투리눅스,4924,0.0,0
1326,007.빅데이터,애저,4925,0.0,0
1327, 업무자동화_3. 엑셀,엑셀원형그래프,5055,0.0,0
1328,4_벤처캐피탈 투자계약(벤처 투자),투자계약,5232,0.0,0
1329, 업무자동화_1. 자동화,인스타그램자동,5237,0.0,0
1330, 업무자동화_3. 엑셀,RAND,5331,0.0,0
1331, 업무자동화_3. 엑셀,엑셀표시형식,5557,0.0,0
1332,타이포그래피와 편집디자인,회사소개서,5592,0.0,0
1333,Java 웹 프로그래밍 마스터 4기 : 3개월,자바,5758,0.0,0
1334,ㅍAOP 전체_중복키워드_데이터사이언스(삭제),빅데이터분석,5814,0.0,0
1335,ㅍ1. 전체,GUI,5839,0.0,0
1336, 리더를 위한 HR/인재경영_1.인재,노동생산성,5869,0.0,0
1337,ㅍ1. 전체,포토샵CC2018크랙,5871,0.0,0
1338, 업무자동화_2. 파이썬,IFRAME,6061,0.0,0
1339,파이낸스 전체,가치투자,6106,0.0,0
1340,1. 일반_MO,UNITY,6170,0.0,0
1341,비즈니스 전체,엑셀책,6333,0.0,0
1342,ㅍAOP 전체_중복키워드_디자인(삭제),포토샵CS5,6336,0.0,0
1343, 업무자동화_3. 엑셀,엑셀SUM,6431,0.0,0
1344,개발자와 협업하는 디자이너를 위한 실무 역량 강화,플로우차트,6619,0.0,0
1345, 업무자동화_3. 엑셀,엑셀유효성검사,6755,0.0,0
1346, 업무자동화_3. 엑셀,HLOOKUP,6871,0.0,0
1347,typescript 실전 workshop,ANGULAR,7049,0.0,0
1348, 업무자동화_3. 엑셀,엑셀COUNTIF,7393,0.0,0
1349, 업무자동화_3. 엑셀,엑셀카운트함수,7393,0.0,0
1350, 업무자동화_3. 엑셀,엑셀기본,7647,0.0,0
1351, 업무자동화_3. 엑셀,엑셀변환,7732,0.0,0
1352, 업무자동화_3. 엑셀,엑셀브이룩업,7756,0.0,0
1353, 업무자동화_3. 엑셀,엑셀SUMIF,7814,0.0,0
1354,AOP 전체_중복키워드_마케팅,마케팅분석,7967,0.0,0
1355, 업무자동화_3. 엑셀,엑셀IFERROR,8214,0.0,0
1356, 그로스해킹_5.마케팅 분석,키워드분석,8693,0.0,0
1357, 금융공학/퀀트_01.파이썬기본&자동화,CDMA,8784,0.0,0
1358, 업무자동화_3. 엑셀,엑셀고급필터,8792,0.0,0
1359, 업무자동화_3. 엑셀,IFERROR함수,8864,0.0,0
1360,typescript 실전 workshop,생활코딩,8952,0.0,0
1361, 그로스해킹_5.마케팅 분석,사이트순위,9282,0.0,0
1362,6.  컴퓨터구조,어셈블리어,9622,0.0,0
1363, 업무자동화_3. 엑셀,INDEX함수,9715,0.0,0
1364, 업무자동화_1. 자동화,IFRAME,10121,0.0,0
1365,리눅스 인프라,SDN,10405,0.0,0
1366, 업무자동화_3. 엑셀,엑셀INDEXMATCH,10486,0.0,0
1367, 금융공학/퀀트_01.파이썬기본&자동화,XLSX,10574,0.0,0
1368,리눅스 인프라,HORIZON,10620,0.0,0
1369,Python & Django를 활용한 웹 서비스_일반,AZURE,12898,0.0,0
1370, 업무자동화_3. 엑셀,엑셀IF,15893,0.0,0
1371,7. 운영체제,가상머신,16605,0.0,0
1372,파이낸스 전체,부동산책,16722,0.0,0
1373,ㅍ UX/UI 디자인 입문_연관검색어(삭제),VD,17504,0.0,0
1374,AOP 전체_중복키워드_디자인,포토샵단축키,18818,0.0,0
1375, 업무자동화_3. 엑셀,SUMIF,23549,0.0,0
1376, 업무자동화_3. 엑셀,엑셀셀서식,24016,0.0,0
1377, 업무자동화_3. 엑셀,MATCH,32287,0.0,0
1378,마케팅KPI수립,LTV,32602,0.0,0
1379,data_camp_rmp_8,DECISION,60844,0.0,0
1380,4. 웹의 동작,REST,61193,0.0,0
